,LotFrontage,LotArea,Street,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,LotArea-log,Street-log,LotShape-log,LandSlope-log,OverallCond-log,YearBuilt-log,YearRemodAdd-log,MasVnrArea-log,ExterQual-log,ExterCond-log,BsmtQual-log,BsmtCond-log,BsmtExposure-log,BsmtFinSF1-log,BsmtFinType2-log,BsmtFinSF2-log,BsmtUnfSF-log,TotalBsmtSF-log,HeatingQC-log,1stFlrSF-log,2ndFlrSF-log,LowQualFinSF-log,GrLivArea-log,BsmtFullBath-log,BsmtHalfBath-log,HalfBath-log,KitchenAbvGr-log,TotRmsAbvGrd-log,Functional-log,Fireplaces-log,GarageYrBlt-log,GarageCond-log,PavedDrive-log,WoodDeckSF-log,OpenPorchSF-log,EnclosedPorch-log,3SsnPorch-log,ScreenPorch-log,PoolArea-log,PoolQC-log,MiscVal-log,haspool-log,hasgarage-log,hasbsmt-log,SimplOverallCond-log,SimplPoolQC-log,SimplGarageCond-log,SimplGarageQual-log,SimplFunctional-log,SimplHeatingQC-log,SimplBsmtFinType1-log,SimplBsmtFinType2-log,SimplBsmtCond-log,SimplExterCond-log,SimplExterQual-log,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_1,Alley_2,Alley_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
210,67.0,5604.0,2.0,4.0,3.0,5.0,6.0,1925.0,1950.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,468.0,1.0,0.0,396.0,864.0,3.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,8.0,0.0,0.0,1960.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.367532416861831,0.0,0.0,0.0,1.791759469228055,4.454347296253507,4.110873864173311,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0,6.150602768446279,0.6931471805599453,0.0,5.983936280687191,6.762729506931879,1.0986122886681098,6.274762021241939,0.0,0.0,6.274762021241939,0.6931471805599453,0.0,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,5.508033038069529,1.791759469228055,0.0,0.0,0.0,4.574710978503383,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
211,83.0,10420.0,2.0,4.0,3.0,6.0,5.0,2009.0,2009.0,0.0,3.0,3.0,4.0,3.0,1.0,6.0,36.0,1.0,0.0,1176.0,1212.0,5.0,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,2009.0,2.0,460.0,3.0,3.0,2.0,100.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,9.118334726180159,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,3.6109179126442243,0.6931471805599453,0.0,7.0707241072602764,7.10085190894405,0.0,6.778784897685177,0.0,0.0,6.778784897685177,0.0,0.0,0.0,0.6931471805599453,1.6094379124341003,0.0,0.0,5.293304824724492,1.0986122886681098,0.0,4.61512051684126,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
212,72.0,8640.0,2.0,4.0,3.0,7.0,5.0,2009.0,2009.0,0.0,3.0,3.0,4.0,3.0,0.0,6.0,822.0,1.0,0.0,78.0,900.0,5.0,932.0,920.0,0.0,1852.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,7.0,8.0,1.0,3.0,2009.0,2.0,644.0,3.0,3.0,2.0,168.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,8.901230352110781,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,6.71295620067707,0.6931471805599453,0.0,4.3694478524670215,6.803505257608338,0.0,6.395261598115449,6.825460036255307,0.0,7.325807502595773,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,0.6931471805599453,5.293304824724492,1.0986122886681098,0.0,5.1298987149230735,4.6913478822291435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
213,43.0,13568.0,2.0,2.0,3.0,5.0,5.0,1995.0,1995.0,0.0,3.0,3.0,4.0,3.0,0.0,5.0,716.0,1.0,0.0,274.0,990.0,5.0,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,5.0,8.0,0.0,0.0,1996.0,2.0,576.0,3.0,3.0,2.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,9.414831034791183,0.0,1.0986122886681098,0.0,1.6094379124341003,2.772588722239781,2.772588722239781,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,6.57507584059962,0.6931471805599453,0.0,5.616771097666572,6.898714534329988,0.0,6.48768401848461,0.0,0.0,6.48768401848461,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,5.356586274672012,1.0986122886681098,0.0,5.41610040220442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
214,0.0,10900.0,2.0,3.0,3.0,6.0,7.0,1977.0,1977.0,153.0,3.0,3.0,4.0,3.0,0.0,6.0,378.0,1.0,0.0,311.0,689.0,5.0,689.0,703.0,0.0,1392.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,8.0,0.0,0.0,1977.0,1.0,299.0,3.0,3.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,450.0,2010.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,9.169622538697624,0.0,0.6931471805599453,0.0,1.9459101490553132,3.5263605246161616,3.5263605246161616,5.0369526024136295,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,5.937536205082426,0.6931471805599453,0.0,5.7430031878094825,6.536691597591305,0.0,5.87493073085203,6.556778356158042,0.0,6.9650803456014065,0.0,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,0.0,5.442417710521793,1.0986122886681098,0.0,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,6.111467339502679,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
215,72.0,10011.0,2.0,3.0,3.0,5.0,6.0,1957.0,1996.0,64.0,3.0,3.0,3.0,3.0,0.0,4.0,360.0,1.0,0.0,710.0,1070.0,3.0,1236.0,0.0,0.0,1236.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,6.0,7.0,1.0,2.0,1957.0,1.0,447.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.072456664612796,0.0,0.6931471805599453,0.0,1.791759469228055,3.9889840465642745,2.70805020110221,4.174387269895637,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0,5.8888779583328805,0.6931471805599453,0.0,6.566672429803241,6.976348070447749,1.0986122886681098,6.805722553416985,0.0,0.0,6.805722553416985,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,0.6931471805599453,0.6931471805599453,5.5254529391317835,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
216,65.0,8450.0,2.0,4.0,3.0,7.0,5.0,2004.0,2004.0,266.0,4.0,3.0,4.0,3.0,1.0,6.0,946.0,1.0,0.0,490.0,1436.0,5.0,1436.0,0.0,0.0,1436.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,8.0,8.0,0.0,0.0,2004.0,2.0,484.0,3.0,3.0,2.0,139.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,8.875007486048396,0.0,0.0,0.0,1.6094379124341003,1.9459101490553132,1.9459101490553132,5.58724865840025,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.853299093186078,0.6931471805599453,0.0,6.19644412779452,7.270312886079025,0.0,7.005789019253503,0.0,0.0,7.005789019253503,0.6931471805599453,0.0,0.0,0.6931471805599453,1.9459101490553132,0.0,0.0,5.318119993844216,1.0986122886681098,0.0,4.941642422609304,4.59511985013459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
217,57.0,9906.0,2.0,4.0,3.0,4.0,4.0,1925.0,1950.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,686.0,686.0,2.0,810.0,518.0,0.0,1328.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,8.0,8.0,0.0,0.0,1940.0,1.0,210.0,3.0,3.0,2.0,0.0,172.0,60.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.060331104649475,0.0,0.0,0.0,1.3862943611198906,4.454347296253507,4.110873864173311,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,6.532334292222349,6.532334292222349,1.3862943611198906,6.1675164908883415,6.251903883165888,0.0,6.902742737158593,0.0,0.0,0.0,0.6931471805599453,1.9459101490553132,0.0,0.0,5.5909869805108565,1.0986122886681098,0.0,0.0,5.153291594497779,4.110873864173311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
218,0.0,15660.0,2.0,3.0,3.0,7.0,9.0,1939.0,2006.0,312.0,4.0,4.0,3.0,3.0,0.0,4.0,341.0,1.0,0.0,457.0,798.0,5.0,1137.0,817.0,0.0,1954.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,8.0,8.0,2.0,3.0,1939.0,2.0,431.0,3.0,3.0,2.0,0.0,119.0,150.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,9.57227147806062,0.0,0.6931471805599453,0.0,2.1972245773362196,4.276666119016055,1.6094379124341003,5.746203190540153,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,5.834810737062605,0.6931471805599453,0.0,6.126869184114185,6.683360945766275,0.0,6.6895992691789665,6.706862336602747,0.0,7.390798521735676,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.9459101490553132,0.0,1.0986122886681098,5.594711379601839,1.0986122886681098,0.0,0.0,4.787491742782046,5.017279836814924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
219,43.0,3010.0,2.0,4.0,3.0,7.0,5.0,2005.0,2006.0,16.0,4.0,3.0,4.0,3.0,2.0,6.0,16.0,1.0,0.0,1232.0,1248.0,5.0,1248.0,0.0,0.0,1248.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,8.0,0.0,0.0,2005.0,2.0,438.0,3.0,3.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,7.444833273892193,0.0,0.0,0.0,1.6094379124341003,1.791759469228055,1.6094379124341003,2.833213344056216,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.833213344056216,0.6931471805599453,0.0,7.117205503164344,7.130098510125578,0.0,6.818924065275521,0.0,0.0,6.818924065275521,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,5.313205979041787,1.0986122886681098,0.0,4.6913478822291435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
